Unique Identifier,Sku_id,Website,Brand,Name,Url,Category,Status,Competitor Instock Matches,Availability,Price (USD),Discount %,Difference Percent,Difference,Price Index,Match Type,groups
11873361_White,126089427,Asos,reclaimed vintage,Reclaimed Vintage unisex Y2K skull embroidered trucker in washed ecru,https://www.asos.com/us/reclaimed-vintage/reclaimed-vintage-unisex-y2k-skull-embroidered-trucker-in-washed-ecru/prd/204245307,Home,"","",Out of Stock,32.99,0.0,-26.88%,-6.99,78.81,Similar 1,Home
11873361_White,5018754_black silver reflect,Kohl's,adidas,Men's adidas Superlite 2 Hat,https://www.kohls.com/product/prd-5018754/mens-adidas-superlite-2-hat.jsp?color=Black%20Silver%20Reflect&prd,Home > Fashion > Fashion Accessories > Headwear > Hat,"","",Instock,26.0,0.0,0.00%,0.0,100.0,Color,Mens > Accessories > Hats > adidas
11873361_White,5157320_black black white,Kohl's,under armour,Men's Under Armour Iso-Chill Driver Mesh Golf Cap,https://www.kohls.com/product/prd-5157320/mens-under-armour-iso-chill-driver-mesh-golf-cap.jsp?color=Black%20Black%20White&prd,Home > Fashion > Fashion Accessories > Headwear > Caps,"","",Instock,21.0,25.0,19.23%,5.0,123.81,Similar 2,Mens > Accessories > Hats > Under Armour
11873361_White,6137346_midnight navy,Kohl's,nike,Men's Nike Golf Club Cap,https://www.kohls.com/product/prd-6137346/mens-nike-golf-club-cap.jsp?color=Midnight%20Navy,Home > Fashion > Fashion Accessories > Headwear > Caps,"","",Instock,18.2,30.0,30.00%,7.8,142.86,Similar 1,Mens > Accessories > Hats > Nike
11873361_White,5018754_white black,Kohl's,adidas,Men's adidas Superlite 2 Hat,https://www.kohls.com/product/prd-5018754/mens-adidas-superlite-2-hat.jsp?color=White%20Black&prd,Home > Fashion > Fashion Accessories > Headwear > Hat,"","",Instock,26.0,0.0,0.00%,0.0,100.0,Exact,Mens > Accessories > Hats > adidas
16751199_Deep Fuchsia,16751199_Deep Fuchsia,Macy's,michael kors,Michael Kors Freya Small Crossbody,https://www.macys.com/shop/product/michael-michael-kors-freya-small-crossbody?ID=16751199&swatchColor=Deep%20Fuchsia,Home > Fashion > Fashion Accessories > Bags > Crossbody Bags > Other Crossbody Bags,Out Of Stock,4 Instock,Out of Stock,99.0,50.0,0.00%,0,396.0,"",Handbags & Accessories
16751199_Deep Fuchsia,131868794,Asos,aldo,ALDO Lidia crossbody bag in bronze metallic,https://www.asos.com/us/aldo/aldo-lidia-crossbody-bag-in-bronze-metallic/prd/205049657,Home > Fashion > Fashion Accessories > Bags > Crossbody Bags > Other Crossbody Bags,"","",Instock,65.0,0.0,34.34%,34.0,152.31,Similar 2,Home
16751199_Deep Fuchsia,127095728,Asos,charles & keith,Charles & Keith crossbody bag with chain strap in olive,https://www.asos.com/us/charles-keith/charles-keith-crossbody-bag-with-chain-strap-in-olive/prd/204399986,Home > Fashion > Fashion Accessories > Bags > Crossbody Bags > Other Crossbody Bags,"","",Instock,120.0,0.0,-21.21%,-21.0,82.5,Similar 1,Home
16751199_Deep Fuchsia,6092844_fivian olive,Kohl's,sonoma goods for life,Sonoma Goods For Life® Kenzie Small Canteen Crossbody Bag,https://www.kohls.com/product/prd-6092844/sonoma-goods-for-life-kenzie-small-canteen-crossbody-bag.jsp?color=Fivian%20Olive,Home > Fashion > Fashion Accessories > Bags > Crossbody Bags > Other Crossbody Bags,"","",Instock,25.0,50.0,74.75%,74.0,396.0,Similar 2,Womens > Accessories > Handbags & Purses > Sonoma Goods For Life
16751199_Deep Fuchsia,3755236_navy heather,Kohl's,travelon,TRAVELON Anti-Theft Metro Convertible Small Crossbody Bag,https://www.kohls.com/product/prd-3755236/travelon-anti-theft-metro-convertible-small-crossbody-bag.jsp?color=Navy%20Heather,Home > Fashion > Fashion Accessories > Bags > Crossbody Bags > Other Crossbody Bags,"","",Instock,46.0,0.0,53.54%,53.0,215.22,Similar 1,Accessories > Handbags & Purses > Travelon
15657639_Black,15657639_Black,Macy's,nike,Nike Men's Aerobill Classic99 Performance Fitted Hat,https://www.macys.com/shop/product/mens-nike-golf-aerobill-classic99-performance-fitted-hat?ID=15657639&swatchColor=Black,Home > Fashion > Fashion Accessories > Headwear > Hat,Overpriced,2 Instock,Instock,38.99,0.0,0.00%,0,216.61,"",Sports Fan Shop
15657639_Black,5810997_arctic night,Kohl's,adidas,Men's adidas Golf Relaxed 2 Strapback Hat,https://www.kohls.com/product/prd-5810997/mens-adidas-golf-relaxed-2-strapback-hat.jsp?color=Arctic%20Night,Home > Fashion > Fashion Accessories > Headwear > Hat,"","",Instock,18.0,25.0,53.83%,20.99,216.61,Similar 2,Mens > Accessories > Hats > adidas
15657639_Black,5808514_sahara,Kohl's,under armour,Men's Under Armour Blitzing Stretch-Fit Hat,https://www.kohls.com/product/prd-5808514/mens-under-armour-blitzing-stretch-fit-hat.jsp?color=Sahara,Home > Fashion > Fashion Accessories > Headwear > Hat,"","",Instock,28.0,0.0,28.19%,10.99,139.25,Similar 1,Mens > Accessories > Hats > Under Armour
16462549_Black,16462549_Black,Macy's,calvin klein,Calvin Klein Jeans Women's Lightweight Cable Knit Cropped Long Sleeve Crewneck Sweater,https://www.macys.com/shop/product/calvin-klein-jeans-womens-lightweight-cable-knit-cropped-long-sleeve-crewneck-sweater?ID=16462549&swatchColor=Black,Home > Fashion > Apparel > Topwear > Sweaters,Overpriced,7 Instock,Instock,34.75,50.0,0.00%,0,160.88,"",Juniors > Sweaters
16462549_Black,127758630,Asos,asos,ASOS DESIGN fluffy rib sweater with crew neck in black,https://www.asos.com/us/asos-design/asos-design-fluffy-rib-sweater-with-crew-neck-in-black/prd/204572237,Home > Fashion > Apparel > Topwear > Sweaters,"","",Instock,28.5,13.61,17.99%,6.25,121.93,Similar 2,Home
16462549_Black,127758629,Asos,asos,ASOS DESIGN fluffy rib sweater with crew neck in oatmeal,https://www.asos.com/us/asos-design/asos-design-fluffy-rib-sweater-with-crew-neck-in-oatmeal/prd/204572209,Home > Fashion > Apparel > Topwear > Sweaters,"","",Instock,32.99,0.0,5.06%,1.76,105.33,Similar 1,Home
16462549_Black,3667504,Endclothing Us Fashion,the north face,The North Face Essential Crew Sweat,https://www.endclothing.com/us/the-north-face-essential-crew-sweat-nf0a7zjedyx.html,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"","",Instock,55.0,35.29,-58.27%,-20.25,63.18,Similar 2,Womens > Brands > The North Face
16462549_Black,3511385,Endclothing Us Fashion,ami paris,AMI Ami Patch Logo Crew Sweat,https://www.endclothing.com/us/ami-ami-patch-logo-crew-sweat-usw017-740-001.html,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"","",Instock,211.0,35.08,-507.19%,-176.25,16.47,Similar 1,Womens > Brands > AMI Paris
16462549_Black,6125448_black,Kohl's,sonoma goods for life,Women's Sonoma Goods For Life® Petite Raglan Sweater,https://www.kohls.com/product/prd-6125448/womens-sonoma-goods-for-life-petite-raglan-sweater.jsp?color=Black,Home > Fashion > Apparel > Topwear > Sweaters,"","",Instock,21.6,40.0,37.84%,13.15,160.88,Similar 2,Womens > Clothing > Tops > Sweaters > Sonoma Goods For Life
16462549_Black,6176056_black,Kohl's,nine west,Women's Nine West Dolman Ribbed Sweater,https://www.kohls.com/product/prd-6176056/womens-nine-west-dolman-ribbed-sweater.jsp?color=Black,Home > Fashion > Apparel > Topwear > Sweaters,"","",Instock,32.99,17.52,5.06%,1.76,105.33,Similar 1,Womens > Clothing > Tops > Sweaters > Nine West
16462549_Black,1647597309182180,Net A Porter Us Fashion,loulou studio,Lola ribbed wool-blend sweater,https://www.net-a-porter.com/en-us/shop/product/loulou-studio/clothing/round-neck/lola-ribbed-wool-blend-sweater/1647597309182180,Home > Fashion > Apparel > Topwear > Sweaters,"","",Out of Stock,168.0,49.85,-383.45%,-133.25,20.68,Similar 2,LOULOU STUDIO > Clothing
16462549_Black,1647597316240347,Net A Porter Us Fashion,allude,+ NET SUSTAIN Cashmere sweater,https://www.net-a-porter.com/en-us/shop/product/allude/clothing/round-neck/plus-net-sustain-cashmere-sweater/1647597316240347,Home > Fashion > Apparel > Topwear > Sweaters,"","",Instock,530.0,0.0,-1425.18%,-495.25,6.56,Similar 1,ALLUDE > Clothing
16132070_White,16132070_White,Macy's,michael kors,"Michael Kors Women's Faux-Fur-Trim Hooded Puffer Coat, Created for Macy's",https://www.macys.com/shop/product/michael-michael-kors-womens-faux-fur-trim-hooded-puffer-coat-created-for-macys?ID=16132070&swatchColor=White,Home > Fashion > Apparel > Topwear > Blazers and Coats > Coats,Out Of Stock,5 Instock,Out of Stock,101.99,61.51,0.00%,0,169.98,"",Women > Coats & Jackets
16132070_White,124768995,Asos,new look plus,New Look Curve hooded puffer coat in camel,https://www.asos.com/us/new-look-plus/new-look-curve-hooded-puffer-coat-in-camel/prd/204088538,Home > Fashion > Apparel > Topwear > Blazers and Coats > Coats,"","",Out of Stock,93.0,0.0,8.81%,8.99,109.67,"",Home
16132070_White,3660816,Endclothing Us Fashion,dickies,Dickies Alatna Oversized Hooded Puffer Jacket,https://www.endclothing.com/us/dickies-alatna-oversized-hooded-puffer-jacket-dk0a4yjumgr1.html,Home > Fashion > Apparel > Topwear > Blazers and Coats > Jackets,"","",Out of Stock,185.0,0.0,-81.39%,-83.01,55.13,"",Womens > Brands > Dickies
16132070_White,3425346,Endclothing Us Fashion,canada goose,Canada Goose Padded Cypress Hoody,https://www.endclothing.com/us/canada-goose-padded-cypress-hoody-2242w-200.html,Home > Fashion > Apparel > Topwear > Blazers and Coats > Jackets,"","",Instock,895.0,0.0,-777.54%,-793.01,11.4,"",Womens > Brands > Canada Goose
16132070_White,6117409_black,Kohl's,london fog,Women's London Fog Promo Puffer Jacket,https://www.kohls.com/product/prd-6117409/womens-london-fog-promo-puffer-jacket.jsp?color=Black,Home > Fashion > Apparel > Topwear > Blazers and Coats > Jackets,"","",Instock,84.0,30.0,17.64%,17.99,121.42,"",Womens > Clothing > Outerwear > Coats & Jackets > London Fog
16132070_White,6103947_purple ash,Kohl's,zero xposur,Women's ZeroXposur Gianna Hooded Quilted Puffer Jacket,https://www.kohls.com/product/prd-6103947/womens-zeroxposur-gianna-hooded-quilted-puffer-jacket.jsp?color=Purple%20Ash,Home > Fashion > Apparel > Topwear > Blazers and Coats > Jackets,"","",Instock,60.0,40.0,41.17%,41.99,169.98,"",Womens > Clothing > Outerwear > Coats & Jackets > ZeroXposur
16132070_White,1647597318477724,Net A Porter Us Fashion,jet set,Sundance hooded glossed shell-trimmed ski jacket,https://www.net-a-porter.com/en-us/shop/product/jetset/sport/outerwear/sundance-hooded-glossed-shell-trimmed-ski-jacket/1647597318477724,Home > Fashion > Apparel > Topwear > Blazers and Coats > Jackets,"","",Instock,895.0,0.0,-777.54%,-793.01,11.4,"",JETSET > Clothing
16132070_White,1647597304716107,Net A Porter Us Fashion,moncler,Jockeys layered belted stretch-twill ski jacket,https://www.net-a-porter.com/en-us/shop/product/moncler-grenoble/sport/outerwear/jockeys-layered-belted-stretch-twill-ski-jacket/1647597304716107,Home > Fashion > Apparel > Topwear > Blazers and Coats > Jackets,"","",Instock,2545.0,0.0,-2395.34%,-2443.01,4.01,"",MONCLER GRENOBLE > Clothing
8066692_BLACK SHINY / GREY,8066692_BLACK SHINY / GREY,Macy's,gucci,"Gucci Women's Sunglasses, GG0416SK",https://www.macys.com/shop/product/gucci-womens-sunglasses-gg0416sk?ID=8066692&swatchColor=BLACK%20SHINY%20%2F%20GREY%20Black,Home > Fashion > Fashion Accessories > Sunglasses & Accessories > Sunglasses,Overpriced,2 Instock,Instock,435.0,0.0,0.00%,0,196.83,"",Handbags & Accessories > Women's Sunglasses by Sunglass Hut
8066692_BLACK SHINY / GREY,118794917,Asos,aire,AIRE cursa round sunglasses in black,https://www.asos.com/us/aire/aire-cursa-round-sunglasses-in-black/prd/202831734,Home > Fashion > Fashion Accessories > Sunglasses & Accessories > Sunglasses,"","",Out of Stock,23.4,55.0,94.62%,411.6,1858.97,Similar 2,Home
8066692_BLACK SHINY / GREY,125998789,Asos,a.kjaerbede,A.Kjaerbede Marvin round sunglasses in demi tortoise,https://www.asos.com/us/akjaerbede/akjaerbede-marvin-round-sunglasses-in-demi-tortoise/prd/204234662,Home > Fashion > Fashion Accessories > Sunglasses & Accessories > Sunglasses,"","",Out of Stock,23.5,54.81,94.60%,411.5,1851.06,Similar 1,Home
8066692_BLACK SHINY / GREY,4457861_dark havana,Kohl's,vogue,Women's Vogue VO5246S Gradient Round Sunglasses,https://www.kohls.com/product/prd-4457861/womens-vogue-vo5246s-gradient-round-sunglasses.jsp?color=Dark%20Havana,Home > Fashion > Fashion Accessories > Sunglasses & Accessories > Sunglasses,"","",Out of Stock,81.0,0.0,81.38%,354.0,537.04,Similar 2,Womens > Accessories > Sunglasses & Eyewear > Vogue
8066692_BLACK SHINY / GREY,4302056_striped havana,Kohl's,ray ban,Women's Ray-Ban RB2185 55mm Polarized Wayfarer Sunglasses,https://www.kohls.com/product/prd-4302056/womens-ray-ban-rb2185-55mm-polarized-wayfarer-sunglasses.jsp?color=Striped%20Havana,Home > Fashion > Fashion Accessories > Sunglasses & Accessories > Sunglasses,"","",Instock,221.0,0.0,49.20%,214.0,196.83,Similar 1,Womens > Accessories > Sunglasses & Eyewear > Ray-Ban
8066692_BLACK SHINY / GREY,1647597284392548,Net A Porter Us Fashion,saint laurent,Round-frame acetate and gold-tone sunglasses,https://www.net-a-porter.com/en-us/shop/product/saint-laurent-eyewear/accessories/round-frame/round-frame-acetate-and-gold-tone-sunglasses/1647597284392548,Home > Fashion > Fashion Accessories > Sunglasses & Accessories > Sunglasses,"","",Out of Stock,303.0,40.0,30.34%,132.0,143.56,Similar 2,SAINT LAURENT EYEWEAR > Accessories
8066692_BLACK SHINY / GREY,4394988609255395,Net A Porter Us Fashion,celine eyewear,Round-frame acetate sunglasses,https://www.net-a-porter.com/en-us/shop/product/celine-eyewear/accessories/round-frame/round-frame-tortoiseshell-acetate-sunglasses/4394988609255395,Home > Fashion > Fashion Accessories > Sunglasses & Accessories > Sunglasses,"","",Instock,500.0,0.0,-14.94%,-65.0,87.0,Similar 1,CELINE EYEWEAR > Accessories
13926212_Navy,13926212_Navy,Macy's,nike,Nike Women's Navy Detroit Tigers Americana T-shirt,https://www.macys.com/shop/product/womens-nike-navy-detroit-tigers-americana-t-shirt?ID=13926212&swatchColor=Navy,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,Out Of Stock,1 Instock,Out of Stock,34.99,0.0,0.00%,0,116.67,"",Sports Fan Shop
13926212_Navy,4768613_tgr navy,Kohl's,nike,Women's Nike Navy Detroit Tigers Americana T-Shirt,https://www.kohls.com/product/prd-4768613/womens-nike-navy-detroit-tigers-americana-t-shirt.jsp?color=Tgr%20Navy,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tshirts,"","",Instock,29.99,0.0,14.29%,5.0,116.67,Exact,Womens > Clothing > Tops > Tops & Tees > Nike
458546_Black,458546_Black,Macy's,playtex,"Playtex 18 Hour Front Close Ultimate Shoulder Comfort Wireless Bra 4695, Online Only",https://www.macys.com/shop/product/playtex-18-hour-front-close-ultimate-shoulder-comfort-wireless-bra-4695-online-only?ID=458546&swatchColor=Black,Home > Fashion > Lingerie > Bra,Inline,4 Instock,Instock,39.0,0.0,0.00%,0,100.0,"",Women > Bras & Bralettes
458546_Black,130470_white,Kohl's,playtex,Playtex® 18 Hour® Front-Closure Flex Back Wireless Bra 4695,https://www.kohls.com/product/prd-130470/playtex-bra-18-hour-front-closure-with-flex-back-wireless-bra-4695-womens.jsp?color=White,Home > Fashion > Lingerie > Bra,"","",Instock,39.0,0.0,0.00%,0.0,100.0,Variant Color,Womens > Clothing > Underwear > Bras > Playtex
458546_Black,4274348_black,Kohl's,amoena,Amoena Mastectomy Bra: Frances Wireless Front Closure,https://www.kohls.com/product/prd-4274348/amoena-mastectomy-bra-frances-wireless-front-closure.jsp?color=Black,Home > Fashion > Lingerie > Bra,"","",Instock,39.0,0.0,0.00%,0.0,100.0,Similar 2,Womens > Clothing > Underwear > Bras > Amoena
458546_Black,5559613_black,Kohl's,lunaire,Lunaire Full Figure Front-Close Wireless Posture Bra 1628L,https://www.kohls.com/product/prd-5559613/lunaire-full-figure-front-close-wireless-posture-bra-1628l.jsp?color=Black,Home > Fashion > Lingerie > Bra,"","",Instock,39.0,0.0,0.00%,0.0,100.0,Similar 1,Womens > Clothing > Underwear > Bras > Lunaire
458546_Black,130470_black,Kohl's,playtex,Playtex® 18 Hour® Front-Closure Flex Back Wireless Bra 4695,https://www.kohls.com/product/prd-130470/playtex-bra-18-hour-front-closure-with-flex-back-wireless-bra-4695-womens.jsp?color=Black,Home > Fashion > Lingerie > Bra,"","",Instock,39.0,0.0,0.00%,0.0,100.0,Exact,Womens > Clothing > Underwear > Bras > Playtex
15201349_Blue,15201349_Blue,Macy's,carter's,"Carter's Toddler Boys Striped Polo Shirt and Shorts, 2 Piece Set",https://www.macys.com/shop/product/carters-toddler-boys-striped-polo-shirt-shorts-2-piece-set?ID=15201349&swatchColor=Blue,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Polos,Out Of Stock,1 Instock,Out of Stock,11.33,66.68,0.00%,0,45.32,"",Kids > Sets & Outfits
15201349_Blue,5850911_blue stripe,Kohl's,izod,Baby & Toddler Boy IZOD Polo & Shorts Set,https://www.kohls.com/product/prd-5850911/toddler-boy-izod-polo-shorts-set.jsp?color=Blue%20Stripe,Home > Fashion > Apparel > Apparel Set > Clothing Set,"","",Instock,25.0,50.0,-120.65%,-13.67,45.32,Similar 2,Boys > Clothing > Clothing Sets > IZOD
15201349_Blue,5841497_green,Kohl's,under armour,Baby & Toddler Boy Under Armour Polo & Shorts Set,https://www.kohls.com/product/prd-5841497/toddler-boy-under-armour-polo-shorts-set.jsp?color=Green,Home > Fashion > Apparel > Apparel Set > Clothing Set,"","",Out of Stock,24.0,40.0,-111.83%,-12.67,47.21,Similar 1,Boys > Clothing > Clothing Sets > Under Armour
15201349_Blue,5798683_blue stripe,Kohl's,carter's,Toddler Boy Carter's Striped Polo & Canvas Shorts Set,https://www.kohls.com/product/prd-5798683/toddler-boy-carters-striped-polo-canvas-shorts-set.jsp?color=Blue%20Stripe,Home > Fashion > Apparel > Apparel Set > Clothing Set,"","",Out of Stock,17.0,50.0,-50.04%,-5.67,66.65,Exact,Boys > Clothing > Clothing Sets > Carter's
14473394_Winter Sky,14473394_Winter Sky,Macy's,calvin klein,Calvin Klein Jeans Women's Honeycomb Jogger Pants,https://www.macys.com/shop/product/calvin-klein-jeans-womens-honeycomb-jogger-pants?ID=14473394&swatchColor=Winter%20Sky,Home > Fashion > Apparel > Bottomwear > Trousers and Pants,Out Of Stock,2 Instock,Out of Stock,12.46,82.07,0.00%,0,41.53,"",Juniors > Leggings & Pants
14473394_Winter Sky,116047399,Asos,under armour,Under Armour Rival fleece joggers in black,https://www.asos.com/us/under-armour/under-armour-rival-fleece-joggers-in-black/prd/202240907,Home > Fashion > Apparel > Bottomwear > Trousers and Pants,"","",Out of Stock,29.0,35.56,-132.74%,-16.54,42.97,Similar 1,Home
14473394_Winter Sky,2950183,Endclothing Us Fashion,places + faces,PLACES+FACES Daft Jogger,https://www.endclothing.com/us/placesfaces-daft-jogger-pf-dftbtm-blk.html,Home > Fashion > Apparel > Bottomwear > Trousers and Pants,"","",Out of Stock,60.0,29.41,-381.54%,-47.54,20.77,Similar 2,Mens > Brands > PLACES+FACES
14473394_Winter Sky,2668095,Endclothing Us Fashion,stylerunner,Stylerunner Retrace Joggers,https://www.endclothing.com/us/stylerunner-retrace-joggers-sr02s22002int-otmk.html,Home > Fashion > Apparel > Bottomwear > Trousers and Pants,"","",Instock,30.0,69.7,-140.77%,-17.54,41.53,Similar 1,Womens > Brands > Stylerunner
14473394_Winter Sky,4338140_black,Kohl's,gaiam,Women's Gaiam Hudson Joggers,https://www.kohls.com/product/prd-4338140/womens-gaiam-hudson-joggers.jsp?color=Black,Home > Fashion > Apparel > Bottomwear > Trousers and Pants,"","",Instock,55.0,0.0,-341.41%,-42.54,22.65,Similar 2,Womens > Clothing > Bottoms > Pants > Gaiam
14473394_Winter Sky,5562565_ava lavender,Kohl's,tek gear,Women's Tek Gear® French Terry Joggers,https://www.kohls.com/product/prd-5562565/womens-tek-gear-french-terry-joggers.jsp?color=Ava%20Lavender,Home > Fashion > Apparel > Bottomwear > Trousers and Pants,"","",Out of Stock,17.5,50.0,-40.45%,-5.04,71.2,Similar 1,Womens > Clothing > Bottoms > Pants > Tek Gear
14139140_Ivy,14139140_Ivy,Macy's,michael kors,"Michael Kors Women's Hooded Packable Puffer Coat, Created for Macy's",https://www.macys.com/shop/product/michael-michael-kors-womens-hooded-packable-puffer-coat-created-for-macys?ID=14139140&swatchColor=Ivy,Home > Fashion > Apparel > Topwear > Blazers and Coats > Coats,Out Of Stock,3 Instock,Out of Stock,74.93,70.03,0.00%,0,184.74,"",Women > Coats & Jackets
14139140_Ivy,122959901,Asos,new look,New Look Tall mid length hooded puffer coat in black,https://www.asos.com/us/new-look-tall/new-look-tall-mid-length-hooded-puffer-coat-in-black/prd/203807309,Home > Fashion > Apparel > Topwear > Blazers and Coats > Coats,"","",Instock,40.56,60.13,45.87%,34.37,184.74,Similar 2,Home
14139140_Ivy,124258949,Asos,new look,New Look mid length padded puffer coat with hood in olive green,https://www.asos.com/us/new-look/new-look-mid-length-padded-puffer-coat-with-hood-in-olive-green/prd/204046127,Home > Fashion > Apparel > Topwear > Blazers and Coats > Coats,"","",Instock,66.5,34.63,11.25%,8.43,112.68,Similar 1,Home
14139140_Ivy,5923716_lipstick,Kohl's,fleet street,Women's Fleet Street Hooded Puffer Coat,https://www.kohls.com/product/prd-5923716/womens-fleet-street-hooded-puffer-coat.jsp?color=Lipstick,Home > Fashion > Apparel > Topwear > Blazers and Coats > Coats,"","",Out of Stock,154.0,30.0,-105.53%,-79.07,48.66,Similar 2,Clothing > Outerwear > Coats & Jackets > Fleet Street
14139140_Ivy,4567510_black,Kohl's,fleet street,Women's Fleet Street Hooded Quilted Puffer Coat,https://www.kohls.com/product/prd-4567510/womens-fleet-street-hooded-quilted-puffer-coat.jsp?color=Black,Home > Fashion > Apparel > Topwear > Blazers and Coats > Coats,"","",Instock,137.2,30.0,-83.10%,-62.27,54.61,Similar 1,Womens > Clothing > Outerwear > Coats & Jackets > Fleet Street
16246792_Toasted,16246792_Toasted,Macy's,cece,CeCe Women's Cable-Knit Mock Neck Bishop Sleeve Sweater,https://www.macys.com/shop/product/cece-womens-cable-knit-mock-neck-bishop-sleeve-sweater?ID=16246792&swatchColor=Toasted,Home > Fashion > Apparel > Topwear > Sweaters,Overpriced,4 Instock,Instock,69.0,0.0,0.00%,0,319.44,"",Women > Sweaters
16246792_Toasted,132868866,Asos,& other stories,& Other Stories mock neck sweater in bright blue,https://www.asos.com/us/other-stories/other-stories-mock-neck-sweater-in-bright-blue/prd/205404697,Home > Fashion > Apparel > Topwear > Sweaters,"","",Out of Stock,69.0,0.0,0.00%,0.0,100.0,Similar 1,Home
16246792_Toasted,3801578,Endclothing Us Fashion,donni.,DONNI. Sweater Turtleneck Knit,https://www.endclothing.com/us/donni-sweater-turtleneck-knit-09-02135-blk.html,Home > Fashion > Apparel > Topwear > Sweaters,"","",Instock,87.0,40.0,-26.09%,-18.0,79.31,Similar 2,Home
16246792_Toasted,3711877,Endclothing Us Fashion,canada goose,Canada Goose Copal Cashmere Turtleneck Jumper,https://www.endclothing.com/us/canada-goose-copal-cashmere-turtleneck-jumper-4840w-61.html,Home > Fashion > Apparel > Topwear > Sweaters,"","",Instock,1009.0,0.0,-1362.32%,-940.0,6.84,Similar 1,Womens > Brands > Canada Goose
16246792_Toasted,6121308_red cable,Kohl's,croft & barrow,Women's Croft & Barrow® Placed Cable Sweater,https://www.kohls.com/product/prd-6121308/womens-croft-barrow-placed-cable-sweater.jsp?color=Red%20Cable,Home > Fashion > Apparel > Topwear > Sweaters,"","",Instock,27.99,22.25,59.43%,41.01,246.52,Similar 2,Womens > Clothing > Tops > Sweaters > Croft & Barrow
16246792_Toasted,6119381_ivory cable,Kohl's,sonoma goods for life,Women's Sonoma Goods For Life® Chunky Crew Neck Sweater,https://www.kohls.com/product/prd-6119381/womens-sonoma-goods-for-life-chunky-crew-neck-sweater.jsp?color=Ivory%20Cable,Home > Fashion > Apparel > Topwear > Sweaters,"","",Instock,21.6,40.0,68.70%,47.4,319.44,Similar 1,Womens > Clothing > Tops > Sweaters > Sonoma Goods For Life
2929468_Black,2929468_Black,Macy's,champion,Champion Men's Powerblend Fleece Hoodie,https://www.macys.com/shop/product/champion-mens-powerblend-fleece-hoodie?ID=2929468&swatchColor=Black,Home > Fashion > Apparel > Topwear > Sweatshirts,Overpriced,2 Instock,Instock,50.0,0.0,0.00%,0,118.34,"",Men > Hoodies & Sweatshirts
2929468_Black,124163375,Asos,polo ralph lauren,Polo Ralph Lauren icon logo fleece hoodie in navy,https://www.asos.com/us/polo-ralph-lauren/polo-ralph-lauren-icon-logo-fleece-hoodie-in-navy/prd/204005642,Home > Fashion > Apparel > Topwear > Sweatshirts,"","",Out of Stock,138.0,0.0,-176.00%,-88.0,36.23,Similar 2,Home
2929468_Black,117347547,Asos,only & sons,Only & Sons oversized hoodie with Copenhagen logo back print in navy,https://www.asos.com/us/only-sons/only-sons-oversized-hoodie-with-copenhagen-logo-back-print-in-navy/prd/202496305,Home > Fashion > Apparel > Topwear > Sweatshirts,"","",Out of Stock,25.83,58.0,48.34%,24.17,193.57,Similar 1,Home
2929468_Black,2326932,Endclothing Us Fashion,harmony,Harmony Serano Fleece Hoodie,https://www.endclothing.com/us/harmony-serano-fleece-hoodie-bpl003-hsw030-124.html,Home > Fashion > Apparel > Topwear > Sweatshirts,"","",Out of Stock,76.0,55.03,-52.00%,-26.0,65.79,Similar 2,Mens > Brands > Harmony
2929468_Black,3020829,Endclothing Us Fashion,nike,Nike Tech Fleece Hoodie,https://www.endclothing.com/us/nike-tech-fleece-hoodie-dd5174-010.html,Home > Fashion > Apparel > Topwear > Sweatshirts,"","",Out of Stock,109.0,0.0,-118.00%,-59.0,45.87,Similar 1,Mens > Brands > Nike
2929468_Black,4882714_legend ink white,Kohl's,adidas,Men's adidas Feel Cozy Pullover Fleece Hoodie,https://www.kohls.com/product/prd-4882714/mens-adidas-feel-cozy-pullover-fleece-hoodie.jsp?color=Legend%20Ink%20White,Home > Fashion > Apparel > Topwear > Tshirts and Tops > Tops,"","",Instock,50.0,0.0,0.00%,0.0,100.0,Similar 2,Mens > Clothing > Tops > Tops & Tees > adidas
2929468_Black,3583992_midnight navy white,Kohl's,nike,Men's Nike Sportswear Club Fleece Pullover Hoodie,https://www.kohls.com/product/prd-3583992/mens-nike-sportswear-club-fleece-pullover-hoodie.jsp?color=Midnight%20Navy%20White,Home > Fashion > Apparel > Topwear > Sweatshirts,"","",Instock,42.25,35.0,15.50%,7.75,118.34,Similar 1,Mens > Clothing > Tops > Tops & Tees > Nike
"13185875_Nimbus Cloud, White","13185875_Nimbus Cloud, White",Macy's,new balance,New Balance Women's 574 Core Casual Sneakers from Finish Line,https://www.macys.com/shop/product/new-balance-womens-574-core-casual-sneakers-from-finish-line?ID=13185875&swatchColor=Nimbus%20Cloud%2C%20White%20White,Home > Fashion > Footwear > Fashion Sneakers & Plimsolls,Underpriced,5 Instock,Instock,90.0,0.0,0.00%,0,81.86,"",Shoes
